Sample ID,Taxon,rpkm
SRR6834172,Alphaproteobacteria,1082414.35875331
SRR6834172,Betaproteobacteria,33526.10845696
SRR6834172,Gammaproteobacteria,33526.10845696
SRR6834172,unclassified,7184.16609792
