Sample ID,Taxon,rpkm
SRR6834180,Burkholderiales,730048.1168077
SRR6834180,Rhodobacterales,154068.59607955
SRR6834180,Hyphomicrobiales,210955.4623243
SRR6834180,Chlorobiales,28443.43312238
SRR6834180,unclassified,28443.43312238
