Sample ID,Taxon,Count
SRR6834183,Salipiger_pentaromativorans,172
SRR6834183,Lyngbya_aestuarii_BL_J,36
SRR6834183,Trichodesmium_erythraeum_IMS101,112
SRR6834183,Pseudomonas_stutzeri_DSM_4166,13
SRR6834183,rosthecochloris_sp._HL-130-GSB,37
SRR6834183,Roseibium_litorale,61
SRR6834183,Oscillatoria_salina_IIICB1,20
SRR6834183,unclassified,38
