Sample ID,Taxon,rpkm
SRR6834188,Stappiaceae,730048.1168077
SRR6834188,Pseudomonadaceae,75849.15499301
SRR6834188,Bradyrhizobiaceae,106662.87420892
SRR6834188,Roseobacteraceae,40294.86359004
SRR6834188,Methylococcaceae,59257.15233829
SRR6834188,Microcoleaceae,37924.5774965
SRR6834188,Clostridiaceae,40294.86359004
SRR6834188,unclassified,52146.29405769
